"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.taskId","Input.goal","Input.simulation_description","Input.answer_idx","Input.screen_url_1","Input.screen_url_2","Input.screen_url_3","Input.screen_url_4","Answer.initial_state_select","Answer.taskId","Answer.test","Approve","Reject"
"39RRBHZ0AWJQ8KESLS9EYF8EQAZZVA","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3CCZ6YKWRA1XRJEU15245D78F0Q958","A24LC97AU3QC7G","Submitted","Mon Dec 09 13:36:38 PST 2019","Mon Dec 09 13:38:09 PST 2019","Mon Dec 09 16:38:09 PST 2019","","","","91","100% (159/159)","100% (109/109)","100% (79/79)","00000-038","Add one ball to make sure the green ball is touching the blue ball.","All the balls fall down . The green ball lands in the left corner . The red ball lands at the center . The blue ball lands on the red ball and rolls over to the right of the green ball . The red ball rolls into the green ball and gets stuck in between the green ball and the green ball moves over to the right side of the blue ball . boundary are both at the left side . boundary three balls land on the bottom . 192 at the right side . boundary the red ball moves to the right and does the green ball as stopping at a stop at the right corner . boundary the green ball moves over to the right , with the red ball landing in contact with the blue ball . red ball move to the right a little .","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-2.png","3","00000-038","2"
"39RRBHZ0AWJQ8KESLS9EYF8EQAZZVA","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3L6L49WXW3FWUD8IKA6DO5WST8C457","A25OEVVN0293PO","Submitted","Mon Dec 09 13:36:36 PST 2019","Mon Dec 09 13:40:16 PST 2019","Mon Dec 09 16:40:16 PST 2019","","","","220","100% (20/20)","100% (17/17)","100% (16/16)","00000-038","Add one ball to make sure the green ball is touching the blue ball.","All the balls fall down . The green ball lands in the left corner . The red ball lands at the center . The blue ball lands on the red ball and rolls over to the right of the green ball . The red ball rolls into the green ball and gets stuck in between the green ball and the green ball moves over to the right side of the blue ball . boundary are both at the left side . boundary three balls land on the bottom . 192 at the right side . boundary the red ball moves to the right and does the green ball as stopping at a stop at the right corner . boundary the green ball moves over to the right , with the red ball landing in contact with the blue ball . red ball move to the right a little .","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-2.png","2","00000-038","2"
"39RRBHZ0AWJQ8KESLS9EYF8EQAZZVA","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3PZDLQMM0W37QK2AV6AX9W541B7C2W","AQORJW4W8U9YU","Submitted","Mon Dec 09 13:40:00 PST 2019","Mon Dec 09 13:47:49 PST 2019","Mon Dec 09 16:47:49 PST 2019","","","","469","100% (387/387)","100% (222/222)","100% (219/219)","00000-038","Add one ball to make sure the green ball is touching the blue ball.","All the balls fall down . The green ball lands in the left corner . The red ball lands at the center . The blue ball lands on the red ball and rolls over to the right of the green ball . The red ball rolls into the green ball and gets stuck in between the green ball and the green ball moves over to the right side of the blue ball . boundary are both at the left side . boundary three balls land on the bottom . 192 at the right side . boundary the red ball moves to the right and does the green ball as stopping at a stop at the right corner . boundary the green ball moves over to the right , with the red ball landing in contact with the blue ball . red ball move to the right a little .","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/038/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/038/no-solution-2.png","3","00000-038","2"
"3Y7LTZE0YV4QV5PSG2Z92T6VC3QZUL","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3FFJ6VRIL46R7DLW8T251BAKHI30IY","A24LC97AU3QC7G","Submitted","Mon Dec 09 13:37:02 PST 2019","Mon Dec 09 13:41:17 PST 2019","Mon Dec 09 16:41:17 PST 2019","","","","255","100% (159/159)","100% (109/109)","100% (79/79)","00000-062","Add one ball to make sure the green ball is touching the blue ball.","All the balls drop , with the green and blue colliding with the ground and stopping . The red collides onto the green balls left side , forcing it to the right and rolling along the ground until it collides with the blue ball , as which point they both roll to the right side and stop . The green ball travels right until it runs into the blue ball that fell . red ball touches the green ball and stopping . The large red ball rolls to the right and until stopping at the right edge . As the green ball reaches the end of the ramp , it rolls into the green ball and moves towards the right end . As a result of impact with the red ball , the green balls moves towards the right , hits the floor and moves towards the left end .","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-1.png","3","00000-062","2"
"3Y7LTZE0YV4QV5PSG2Z92T6VC3QZUL","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3MYYFCXHJ6PUAAX216P4S2NHJHQG41","A25OEVVN0293PO","Submitted","Mon Dec 09 13:40:30 PST 2019","Mon Dec 09 13:51:55 PST 2019","Mon Dec 09 16:51:55 PST 2019","","","","685","100% (20/20)","100% (17/17)","100% (16/16)","00000-062","Add one ball to make sure the green ball is touching the blue ball.","All the balls drop , with the green and blue colliding with the ground and stopping . The red collides onto the green balls left side , forcing it to the right and rolling along the ground until it collides with the blue ball , as which point they both roll to the right side and stop . The green ball travels right until it runs into the blue ball that fell . red ball touches the green ball and stopping . The large red ball rolls to the right and until stopping at the right edge . As the green ball reaches the end of the ramp , it rolls into the green ball and moves towards the right end . As a result of impact with the red ball , the green balls moves towards the right , hits the floor and moves towards the left end .","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-1.png","3","00000-062","2"
"3Y7LTZE0YV4QV5PSG2Z92T6VC3QZUL","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3V26SBZTBGWA4OGWCR3J75GWV2OZZM","A1MJVTR0PCKBWW","Submitted","Mon Dec 09 13:38:05 PST 2019","Mon Dec 09 13:43:37 PST 2019","Mon Dec 09 16:43:37 PST 2019","","","","332","100% (1190/1190)","100% (304/304)","100% (188/188)","00000-062","Add one ball to make sure the green ball is touching the blue ball.","All the balls drop , with the green and blue colliding with the ground and stopping . The red collides onto the green balls left side , forcing it to the right and rolling along the ground until it collides with the blue ball , as which point they both roll to the right side and stop . The green ball travels right until it runs into the blue ball that fell . red ball touches the green ball and stopping . The large red ball rolls to the right and until stopping at the right edge . As the green ball reaches the end of the ramp , it rolls into the green ball and moves towards the right end . As a result of impact with the red ball , the green balls moves towards the right , hits the floor and moves towards the left end .","3","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/062/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/062/no-solution-1.png","4","00000-062","2"
"3UAU495MIKAEW1BLETOSMVZRSZNUOE","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3CCZ6YKWRA1XRJEU15245D78F0Q594","AQORJW4W8U9YU","Submitted","Mon Dec 09 13:36:49 PST 2019","Mon Dec 09 13:41:29 PST 2019","Mon Dec 09 16:41:29 PST 2019","","","","280","100% (387/387)","100% (222/222)","100% (219/219)","00000-033","Add one ball to make sure the green ball is touching the blue ball.","All the balls drop with the large red hitting the ground first . The blue hits the ground on the right while the green falls onto the reds right side which pushes the green to the left . The green rolls along the ground until hitting the blue ball which is propelled to the right making it roll on the ground until touching the blue ball . boundary they collide , where is run and they are stuck in the opening to the point where where stays stuck in the opening between the two bars . boundary three balls is slightly greater than the size of the green ball . boundary three straight down and the green ball moves towards the right end followed by the red ball . As a result of impact with the red ball , the green balls moves towards the right , hits the shorter blue ball , and moves towards the left end .","2","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-2.png","2","00000-033","2"
"3UAU495MIKAEW1BLETOSMVZRSZNUOE","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3IFS6Q0HJL1R8M58HVLPBHG3CALIS2","A2P065E9CYMYJL","Submitted","Mon Dec 09 13:37:28 PST 2019","Mon Dec 09 13:42:47 PST 2019","Mon Dec 09 16:42:47 PST 2019","","","","319","100% (371/371)","100% (68/68)","100% (68/68)","00000-033","Add one ball to make sure the green ball is touching the blue ball.","All the balls drop with the large red hitting the ground first . The blue hits the ground on the right while the green falls onto the reds right side which pushes the green to the left . The green rolls along the ground until hitting the blue ball which is propelled to the right making it roll on the ground until touching the blue ball . boundary they collide , where is run and they are stuck in the opening to the point where where stays stuck in the opening between the two bars . boundary three balls is slightly greater than the size of the green ball . boundary three straight down and the green ball moves towards the right end followed by the red ball . As a result of impact with the red ball , the green balls moves towards the right , hits the shorter blue ball , and moves towards the left end .","2","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-2.png","2","00000-033","2"
"3UAU495MIKAEW1BLETOSMVZRSZNUOE","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","3YOH7BII0CPY69C0BTB6ZKFN3I5KVL","A2UHF7UL7G0Y78","Submitted","Mon Dec 09 13:37:54 PST 2019","Mon Dec 09 13:54:59 PST 2019","Mon Dec 09 16:54:59 PST 2019","","","","1025","99% (539/544)","96% (124/129)","95% (96/101)","00000-033","Add one ball to make sure the green ball is touching the blue ball.","All the balls drop with the large red hitting the ground first . The blue hits the ground on the right while the green falls onto the reds right side which pushes the green to the left . The green rolls along the ground until hitting the blue ball which is propelled to the right making it roll on the ground until touching the blue ball . boundary they collide , where is run and they are stuck in the opening to the point where where stays stuck in the opening between the two bars . boundary three balls is slightly greater than the size of the green ball . boundary three straight down and the green ball moves towards the right end followed by the red ball . As a result of impact with the red ball , the green balls moves towards the right , hits the shorter blue ball , and moves towards the left end .","2","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-1.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/033/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/033/no-solution-2.png","1","00000-033","2"
"36U4VBVNQQVHTE316L5WGQ4W3M7URN","36Y7KK4GOFFDKKBXF2AIQG2JVC7USH","Select the most appropriate initial scene","Select which initial scene would  follow the given description","vision, frames, physical reasoning, caption","$0.30","Mon Dec 09 13:36:28 PST 2019","3","BatchId:3864097;OriginalHitTemplateId:928390828;","3600","10800","Mon Dec 09 15:36:28 PST 2019","","","39JEC7537XJGNB0CJGU8B12FY9WVCJ","A1MJVTR0PCKBWW","Submitted","Mon Dec 09 13:37:42 PST 2019","Mon Dec 09 13:42:57 PST 2019","Mon Dec 09 16:42:57 PST 2019","","","","315","100% (1190/1190)","100% (304/304)","100% (188/188)","00000-097","Add one ball to make sure the green ball is touching the blue ball.","All the balls drop with the large red hitting the ground first . The blue hits the ground on the right while the green falls onto the reds right side which pushes the green to the left . The green rolls along the ground until hitting the blue ball which is propelled to the right making it roll on the ground until touching the blue ball . boundary they collide , where is already on the ground . boundary is slightly larger than the size of the red ball . black both three balls stays in the opening between the two bars . The green ball moves towards the right end of the shorter blue ball . As a result the blue ball slides towards the right end followed by the green ball . As a result of impact with green ball , the red ball moves very slightly towards left .","1","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs/00000/097/0.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/097/no-solution-2.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/097/no-solution-3.png","https://phyre-nlp.s3.us-east-2.amazonaws.com/data/imgs-no-solution/00000/097/no-solution-1.png","1","00000-097","2"
